fullVisitorID,browser,operatingSystem,deviceCategory
4539850635972033953,Chrome,Windows,desktop
7803172593096160119,Chrome,Android,mobile
4254077777097557601,Chrome,Windows,desktop
024133145794646739,Chrome,Android,tablet
4061386306679952654,Chrome,Macintosh,desktop
9485654033951448587,Chrome,Windows,desktop
4943724707143454002,Chrome,Macintosh,desktop
5490488281230795745,Chrome,Windows,desktop
2620481260679179875,Safari,iOS,mobile
5028358764893417263,Chrome,Macintosh,desktop
8207362494606500607,Safari,iOS,mobile
432198110923477013,Chrome,Macintosh,desktop
8436426603099391262,Chrome,Macintosh,desktop
0928429216085865673,Chrome,iOS,tablet
4119670571587062780,Chrome,Windows,desktop
4631129802514106099,Chrome,Macintosh,desktop
5963471621704219473,Chrome,Macintosh,desktop
0384873228921337077,Chrome,Macintosh,desktop
0538499578496971765,Chrome,iOS,mobile
5946672336805397304,Chrome,Windows,desktop
6705441060490938466,Firefox,Macintosh,desktop
5563168194966233133,Chrome,Macintosh,desktop
7614028868724779177,Chrome,Linux,desktop
6027268712782791947,Chrome,Chrome OS,desktop
1757074615507989305,Safari,iOS,mobile
1426533350286376573,Internet Explorer,Windows,desktop
1434758333813758523,Chrome,Chrome OS,desktop
0142252774383219183,Safari,iOS,mobile
3541862731321042694,Chrome,Windows,desktop
9156455213751523745,Internet Explorer,Windows,desktop
9050768044570669553,Chrome,Linux,desktop
7989405066712798604,Chrome,Linux,desktop
757866699721746847,Chrome,Macintosh,desktop
6002047819048640977,Chrome,Windows,desktop
0179506031131180789,Chrome,Android,mobile
0701601838005591363,Chrome,Windows,desktop
4419590405185162444,Safari,Macintosh,desktop
0933710902214034131,Chrome,Linux,desktop
1468560120795000800,Chrome,Macintosh,desktop
4061386306679952654,Chrome,Macintosh,desktop
5563168194966233133,Chrome,Macintosh,desktop
4685798131908550257,Firefox,Macintosh,desktop
6674217049538832068,Chrome,Windows,desktop
4913278259301843820,Chrome,Macintosh,desktop
0562740026866245032,Chrome,Linux,desktop
14525157151262675,Chrome,Macintosh,desktop
9485064159036036847,Chrome,Linux,desktop
77798030145473969,Chrome,Chrome OS,desktop
5588534024978390342,Chrome,Windows,desktop
7318547266531531994,Chrome,Android,mobile
895954260133011192,Firefox,Linux,desktop
0288478011259077136,Internet Explorer,Windows,desktop
4887857760389227960,Chrome,Android,mobile
1817256435818850257,Chrome,Macintosh,desktop
4057405536547962178,Chrome,Macintosh,desktop
0350370813631305535,Chrome,Windows,desktop
6027268712782791947,Chrome,Chrome OS,desktop
9048067102444753039,Chrome,Macintosh,desktop
7023410125494623482,Chrome,Macintosh,desktop
2125540555068339394,Chrome,Chrome OS,desktop
4568535698206581294,Chrome,Android,mobile
9707737733420214515,Chrome,Windows,desktop
0696773336104767519,Chrome,Macintosh,desktop
7555406992780661514,Safari,Macintosh,desktop
9775616154918189488,Safari,Macintosh,desktop
1723909349418867455,Chrome,Macintosh,desktop
148720899219079299,Chrome,Linux,desktop
055245354538836465,Chrome,Macintosh,desktop
420022292280834469,Chrome,Linux,desktop
4517759381023869053,Chrome,Macintosh,desktop
6440789996634275026,Safari,iOS,mobile
8520115029387302083,Chrome,Chrome OS,desktop
6792260745822342947,Chrome,Macintosh,desktop
0824839726118485274,Chrome,Windows,desktop
8341980690045636440,Chrome,Windows,desktop
4408669591114365400,Chrome,Macintosh,desktop
677752616453244098,Chrome,Android,mobile
9194763958135346715,Chrome,Macintosh,desktop
4780514666369871802,Chrome,Macintosh,desktop
2867503238310507333,Chrome,Windows,desktop
4864654649238141085,Chrome,Macintosh,desktop
0307593432572738176,Chrome,Macintosh,desktop
0346662730910803388,Chrome,Android,tablet
2832082460100825016,Chrome,Linux,desktop
2371112886977263623,Chrome,Macintosh,desktop
413376117696916627,Chrome,Macintosh,desktop
2506112552623796443,Chrome,Linux,desktop
1407445369428897300,Chrome,Android,mobile
1013896044521927115,Chrome,Linux,desktop
1231590494443171080,Chrome,Chrome OS,desktop
6751290259214798595,Chrome,Macintosh,desktop
3213840074316400693,Chrome,Macintosh,desktop
2987126973357946088,Chrome,Macintosh,desktop
9121381417149594223,Safari,Macintosh,desktop
9100993668586456878,Chrome,Windows,desktop
1196132281175677017,Chrome,Macintosh,desktop
2652098492843037268,Chrome,Linux,desktop
6849420071276447389,Safari,Macintosh,desktop
2740683783555632191,Chrome,Macintosh,desktop
3006489767948351126,Chrome,Macintosh,desktop
6332431001963915083,Chrome,Macintosh,desktop
6997692197808690953,Chrome,Macintosh,desktop
9476580765147760573,Chrome,Macintosh,desktop
6485652672428047343,Chrome,Macintosh,desktop
4646087283742071705,Chrome,Macintosh,desktop
4708772765086811667,Safari (in-app),iOS,mobile
9944837330300807508,Chrome,Macintosh,desktop
677752616453244098,Chrome,Android,mobile
5761840295662617853,Chrome,Chrome OS,desktop
0463567805880031157,Safari,iOS,mobile
2976178532750719771,Chrome,Windows,desktop
6569605994631186947,Chrome,Macintosh,desktop
8494338866855383997,Chrome,Linux,desktop
7852962950819420316,Chrome,Chrome OS,desktop
0831511922986457407,Chrome,Macintosh,desktop
5844125218048689474,Safari,Macintosh,desktop
9998597322098588317,Chrome,Macintosh,desktop
5716645943728946584,Safari,iOS,tablet
0872675904537373864,Chrome,Macintosh,desktop
280571682929338005,Chrome,Windows,desktop
776631603054327164,Chrome,Macintosh,desktop
4438472402018450050,Chrome,Linux,desktop
5653158844348284938,Chrome,Chrome OS,desktop
1584447393095121900,Chrome,Windows,desktop
2083311728526721500,Chrome,Macintosh,desktop
9391398872833336270,Chrome,Macintosh,desktop
968561294884812323,Chrome,Windows,desktop
3126493267998651969,Chrome,Linux,desktop
3536417627277338754,Chrome,Windows,desktop
2114379950016755706,Safari,iOS,mobile
4166700707688517424,Chrome,Windows,desktop
3047968373711472876,Chrome,Chrome OS,desktop
9575408914367036152,Chrome,Windows,desktop
7545791097611675575,Chrome,Macintosh,desktop
611686833011451645,Chrome,Macintosh,desktop
6997692197808690953,Chrome,Macintosh,desktop
7551500186331851432,Chrome,Windows,desktop
7589137567725941774,Chrome,Macintosh,desktop
2509714289037323244,Chrome,Macintosh,desktop
4283942788674999975,Safari,iOS,mobile
0482843755681270604,Chrome,Linux,desktop
4166700707688517424,Chrome,Windows,desktop
6447038813466046632,Chrome,Chrome OS,desktop
6137206948447331806,Chrome,Chrome OS,desktop
9256236123428718637,Chrome,Macintosh,desktop
9169315450686147323,Safari,iOS,tablet
7612827560465471201,Chrome,Macintosh,desktop
0824839726118485274,Chrome,Windows,desktop
1992186447841680750,Safari,iOS,mobile
8844262168616364981,Chrome,Macintosh,desktop
5027272465564918559,Chrome,Windows,desktop
5141122398348392100,Chrome,Chrome OS,desktop
603373162136570069,Chrome,Windows,desktop
2788555723243018631,Chrome,Macintosh,desktop
3648006772930968422,Chrome,Windows,desktop
8879965876172125518,Chrome,Macintosh,desktop
3047968373711472876,Chrome,Chrome OS,desktop
899219447794713043,Chrome,Macintosh,desktop
8160942479431419810,Chrome,Macintosh,desktop
0107076854070556530,Chrome,Macintosh,desktop
3884550482186951789,Chrome,Android,mobile
5760753352577829144,Chrome,Linux,desktop
7291346718031890073,Chrome,Macintosh,desktop
6452285658468801695,Chrome,Linux,desktop
7962255080644646828,Chrome,Macintosh,desktop
586253222921981017,Firefox,Windows,desktop
5923605856827327918,Chrome,Macintosh,desktop
5542047417982345824,Chrome,Macintosh,desktop
861704224604980653,Safari,iOS,mobile
8430240768850820716,Chrome,Macintosh,desktop
1468560120795000800,Chrome,Macintosh,desktop
80533986466271934,Chrome,Macintosh,desktop
4186654201396383023,Chrome,Macintosh,desktop
1727250443336990005,Chrome,Windows,desktop
052356344147474292,Chrome,Android,mobile
8844262168616364981,Chrome,Macintosh,desktop
5029127815473896624,Chrome,Macintosh,desktop
3928852209626139730,Safari,Macintosh,desktop
5662025863965519139,Safari,Macintosh,desktop
1604207363880835144,Safari,Macintosh,desktop
7528513440901181253,Safari,Macintosh,desktop
080198934214778432,Chrome,Windows,desktop
1990124622011761658,Chrome,Windows,desktop
7009119803769433580,Safari,Macintosh,desktop
8167395364783512812,Safari,Macintosh,desktop
0351632287593731316,Chrome,Windows,desktop
5971777881107526146,Chrome,Windows,desktop
7107176815464557384,Chrome,Windows,desktop
6624787979965433923,Chrome,Windows,desktop
0309261886834228457,Chrome,Windows,desktop
4697285016335702650,Chrome,Windows,desktop
3129428927447879016,Chrome,Windows,desktop
8579135825292142984,Chrome,Windows,desktop
392266230239681935,Chrome,Windows,desktop
7695901877401090294,Internet Explorer,Windows,desktop
6981996719933297425,Chrome,Windows,desktop
8510984876472239184,Opera,Windows,desktop
1911889996386486443,Chrome,Windows,desktop
6685546903963120796,Safari,Macintosh,desktop
1521456549459630946,Safari,Macintosh,desktop
9046725463977206675,Safari,Macintosh,desktop
144864139337555048,Chrome,Windows,desktop
4608869756418155052,Safari,Macintosh,desktop
1020456285225652038,Chrome,Windows,desktop
0079427215743080908,Safari,Macintosh,desktop
3471645573420610711,Chrome,Windows,desktop
7206985795926437646,Safari,Macintosh,desktop
4505926956620964959,Chrome,Windows,desktop
4763700735431436916,Safari,Macintosh,desktop
8765034809774421925,Chrome,Windows,desktop
9329173529042336568,Chrome,Windows,desktop
4618653279856513109,Safari,Macintosh,desktop
6137637278685153971,Chrome,Windows,desktop
9667093370429187242,Chrome,Windows,desktop
97891891046599615,Safari,Macintosh,desktop
6944032653697399591,Chrome,Windows,desktop
0234145338242275684,Chrome,Windows,desktop
9114775022253027186,Safari,Macintosh,desktop
6252728131985605340,Safari,Macintosh,desktop
4997324725609587630,Chrome,Windows,desktop
6685316593393465538,Safari,Macintosh,desktop
7049621865585024582,Safari,Macintosh,desktop
2918177342033193477,Chrome,Windows,desktop
4483990316616746843,Safari,Macintosh,desktop
0025977935439604602,Safari,Macintosh,desktop
5474821906275306022,Safari,Macintosh,desktop
2111820595965271371,Chrome,Windows,desktop
7026909036409439552,Safari,Macintosh,desktop
0968127761227271876,Chrome,Windows,desktop
7130708741364178397,Safari,Macintosh,desktop
8320453596618144081,Chrome,Windows,desktop
8799198809794781341,Safari,Macintosh,desktop
5154193120534902927,Safari,Macintosh,desktop
4255338625866455517,Safari,Macintosh,desktop
6330455631533399053,Safari,Macintosh,desktop
5990026038672153765,Chrome,Windows,desktop
67536053455160073,Chrome,Windows,desktop
1073138688368742388,Safari,Macintosh,desktop
3790758626611627703,Chrome,Windows,desktop
2940606064926766207,Chrome,Windows,desktop
3479533665270985361,Chrome,Windows,desktop
0836088037097586822,Chrome,Windows,desktop
4214119414676479268,Safari,Macintosh,desktop
858006202985700318,Chrome,Windows,desktop
0442105167270544631,Chrome,Windows,desktop
1969153410958587831,Chrome,Windows,desktop
9099722405227618521,Chrome,Windows,desktop
7487276299534284111,Firefox,Macintosh,desktop
9361209771301584749,Safari,Macintosh,desktop
9464401950735163763,Chrome,Windows,desktop
922574491169744800,Chrome,Windows,desktop
638188587265201583,Firefox,Windows,desktop
6525073043945350608,Safari,Macintosh,desktop
4985318490924606854,Chrome,Windows,desktop
590779558067584205,Safari,Macintosh,desktop
8109792812849376310,Chrome,Windows,desktop
2927889798592152633,Safari,Macintosh,desktop
8283810129441513889,Safari,Macintosh,desktop
7838764341093098574,Chrome,Windows,desktop
8294721032567046680,Chrome,Windows,desktop
9474148307973386621,Chrome,Windows,desktop
1080407219030471072,Safari,Macintosh,desktop
0398361149064215083,Safari,Macintosh,desktop
7760710943954712561,Chrome,Windows,desktop
2037994828532225501,Chrome,Windows,desktop
4481271265454535983,Chrome,Windows,desktop
1676000689866374854,Chrome,Windows,desktop
0976814349643249846,Safari,Macintosh,desktop
9199626523824756303,Chrome,Windows,desktop
8159312408158297118,Chrome,Windows,desktop
8474018216191081000,Safari,Macintosh,desktop
0562186149374769502,Chrome,Windows,desktop
1435025955230028921,Chrome,Windows,desktop
5108196650822287097,Chrome,Windows,desktop
660728468089995881,Chrome,Windows,desktop
5785038159063304723,Chrome,Windows,desktop
7580620353994317249,Chrome,Windows,desktop
3666425205905501769,Chrome,Windows,desktop
9846623940035935960,Safari,Macintosh,desktop
1725308276585330171,Safari,Macintosh,desktop
003651776577235999,Chrome,Windows,desktop
327033764977141463,Opera,Windows,desktop
4046429612995809129,Safari,Macintosh,desktop
9760542832537452668,Chrome,Windows,desktop
5700194191672908760,Safari,Macintosh,desktop
8322568724705327982,Safari,Macintosh,desktop
0633063975475430744,Chrome,Windows,desktop
9436633101493051246,Safari,Macintosh,desktop
8776681126168993881,Safari,Macintosh,desktop
3262223648584960098,Chrome,Macintosh,desktop
6893085242089567829,Safari,Macintosh,desktop
1243079914205311089,Chrome,Windows,desktop
5957423750259408181,Safari,Macintosh,desktop
6100215535001015751,Chrome,Windows,desktop
8595873831425982023,Safari,Macintosh,desktop
1455796843809624433,Firefox,Windows,desktop
2333311944959839885,Chrome,Windows,desktop
8359984296406149602,Chrome,Windows,desktop
6255503582981118208,Safari,Macintosh,desktop
9287478037704157252,Chrome,Windows,desktop
2552900096430822095,Chrome,Windows,desktop
6844963729183856381,Chrome,Windows,desktop
6968098798425025849,Safari,Macintosh,desktop
7689418971224258553,Chrome,Windows,desktop
6046781218313753516,Chrome,Windows,desktop
8164125881176952640,Safari,Macintosh,desktop
5022860852733926495,Chrome,Windows,desktop
1695368345034757303,Chrome,Windows,desktop
625481915509878217,Chrome,Windows,desktop
3883427350764999490,Internet Explorer,Windows,desktop
0657069409429033180,Safari,Macintosh,desktop
2857437502918013493,Chrome,Windows,desktop
6211193132567927423,Chrome,Windows,desktop
3508738339227649691,Chrome,Windows,desktop
1172811687454727418,UC Browser,Linux,desktop
0839628667412633510,Chrome,Windows,desktop
9202201639498308332,Chrome,Windows,desktop
2558540002822570320,Chrome,Chrome OS,desktop
2669245344272380459,Safari,Macintosh,desktop
5813332623556894546,Safari,Macintosh,desktop
5773287559977076020,Firefox,Windows,desktop
7768702082988858382,Chrome,iOS,tablet
1093090588655197774,Safari,Macintosh,desktop
0288239886234913234,Safari,Macintosh,desktop
4451038378553805213,Chrome,Windows,desktop
8016283019267991827,Safari,Macintosh,desktop
8797105134646815597,Safari,Macintosh,desktop
0042083964115225554,Chrome,Windows,desktop
5065430801543460130,Safari,Macintosh,desktop
3053719993562684315,Safari,Macintosh,desktop
9006137764424802037,Chrome,Windows,desktop
3999264289129251252,Chrome,Windows,desktop
2489200758526354134,Chrome,Windows,desktop
0682935748502587819,Safari,Macintosh,desktop
9164186243890725026,Safari,Macintosh,desktop
3616491314110893756,Chrome,Windows,desktop
1339057547270151222,Safari,Macintosh,desktop
3253651853272539416,Chrome,Windows,desktop
9050669933021276168,Chrome,Windows,desktop
2079240571198736666,Chrome,Windows,desktop
2294702657655606625,Chrome,Windows,desktop
3130905289738126983,Chrome,Windows,desktop
887616129624175433,Safari,Macintosh,desktop
6018293379739226020,Chrome,Windows,desktop
1094430802645200451,Iron,Windows,desktop
0682505114244009252,Safari,Macintosh,desktop
1587168278749165650,Safari,Macintosh,desktop
93247117283883434,Chrome,Windows,desktop
555255688725948558,Chrome,Windows,desktop
3078951812687611494,Chrome,Windows,desktop
1822667241141828138,Safari,Macintosh,desktop
7154277987080329679,Chrome,Windows,desktop
9486227257266224600,Chrome,Windows,desktop
4532296965158457303,Opera,Windows,desktop
457214241626610394,Safari,Macintosh,desktop
9475218557205932703,Chrome,Windows,desktop
7504889983163117126,Safari,Macintosh,desktop
3091639795759573425,Chrome,Windows,desktop
9837978791217899377,Chrome,Windows,desktop
6647309909049213206,Safari,Macintosh,desktop
8195001505868396741,Chrome,Windows,desktop
0437133959846345774,Safari,Macintosh,desktop
4929550865690366154,Safari,Macintosh,desktop
1350324852240259946,Chrome,Windows,desktop
7322635117605532717,Chrome,Windows,desktop
4986010567032832644,Chrome,Windows,desktop
7477561702457594445,SeaMonkey,Windows,desktop
24412857959273882,Safari,Macintosh,desktop
9555035232793636463,Safari,Macintosh,desktop
1925176185252781780,Safari,Macintosh,desktop
4308306428440772044,Chrome,Windows,desktop
3024718569748039664,Chrome,Windows,desktop
7184487151673046316,Chrome,Windows,desktop
6654049146734718373,Chrome,Windows,desktop
3051275176717293727,Chrome,Windows,desktop
4929790064757999815,Chrome,Windows,desktop
1495677183247170721,Chrome,Windows,desktop
8296788127614611712,Safari,Macintosh,desktop
3715978902848327513,Safari,Macintosh,desktop
1932210341172383153,Safari,Macintosh,desktop
08799336118134333,Safari,Macintosh,desktop
0450412367579811585,Safari,Macintosh,desktop
5517621353235247073,Chrome,Windows,desktop
5893678746287429244,Safari,Macintosh,desktop
8157902770827064364,Safari,Macintosh,desktop
1709529109999406361,Safari,Macintosh,desktop
5517621353235247073,Chrome,Windows,desktop
8551077271351797351,Chrome,Windows,desktop
7791775244006378690,Safari,Macintosh,desktop
0256969138030150513,Chrome,Windows,desktop
8935864145581700646,Chrome,Windows,desktop
597822212189713615,Safari,Macintosh,desktop
8738857132257941246,Firefox,Windows,desktop
6230901238269019820,Firefox,Windows,desktop
3082948927913895278,Chrome,Windows,desktop
7746278488715410365,Chrome,Windows,desktop
5475484100500416739,Safari,Macintosh,desktop
3648755406707989361,Safari,Macintosh,desktop
0541183904005115502,Chrome,Windows,desktop
9943663531673570065,Chrome,Windows,desktop
3849270960605514919,Safari,Macintosh,desktop
54770852795047271,Chrome,Windows,desktop
7951900688405132460,Safari,Macintosh,desktop
9102741060017752319,Chrome,Windows,desktop
9376975117153658474,Chrome,Windows,desktop
4760235141189252609,Chrome,Windows,desktop
7656587559912403821,Safari,Macintosh,desktop
9021696951412517458,Safari,Macintosh,desktop
8042741146307090456,Safari,Macintosh,desktop
8464773078373632970,Safari,Macintosh,desktop
3419669627861736862,Safari,Macintosh,desktop
0928745519437011970,Chrome,Windows,desktop
513886866110565645,Chrome,Windows,desktop
8774393352842610448,Safari,Macintosh,desktop
4563497354061145469,Chrome,Windows,desktop
2219083861067234848,Safari,Macintosh,desktop
595119749679693320,Chrome,Windows,desktop
5991228058547501344,Safari,Macintosh,desktop
6410673241613222128,Safari,Macintosh,desktop
6613768346308896515,Safari,Macintosh,desktop
6771919507730111732,Chrome,Windows,desktop
4048366522770228816,Chrome,Windows,desktop
1502413680674337747,Firefox,Windows,desktop
8126641317511045537,Safari,Macintosh,desktop
1619872195970328102,Chrome,Windows,desktop
9694501276331431503,Safari,Macintosh,desktop
0014659935183303341,Safari,Macintosh,desktop
2133194745753212880,Safari,Macintosh,desktop
2816859265741542730,Safari,Macintosh,desktop
4429356676245613649,Chrome,Windows,desktop
0287510927831363599,Chrome,Windows,desktop
0384906281804405327,Safari,Macintosh,desktop
0692355001768213534,Chrome,Windows,desktop
2867973540673774992,Chrome,Windows,desktop
1973141857570929749,Safari,Macintosh,desktop
2645609099951382287,Chrome,Windows,desktop
1314497717166228426,Chrome,Windows,desktop
0080760683323142499,LYF_LS_4002_11,(not set),desktop
6000761869466133065,Chrome,Windows,desktop
7470951958509199514,Safari,Macintosh,desktop
7184487151673046316,Chrome,Windows,desktop
3059431403856583524,Chrome,Windows,desktop
2495723586080643308,Chrome,Android,mobile
5378542857601113620,Safari,Macintosh,desktop
0566407148965152958,Safari,Macintosh,desktop
4884455476818280849,Chrome,Windows,desktop
1851976036680654743,Safari,Macintosh,desktop
6708319017967328300,Safari,Macintosh,desktop
5736350478420662495,Edge,Windows,desktop
0111906821496162306,Safari,Macintosh,desktop
8012683933611035744,Safari,Macintosh,desktop
0179101093805446612,Chrome,Windows,desktop
2759203598427661079,Chrome,Windows,desktop
2255577648563142460,Safari,Macintosh,desktop
010194374190315829,Chrome,Windows,desktop
5729477924073780852,Chrome,Windows,desktop
5334700241944481702,Chrome,Windows,desktop
858930805180682097,Safari,Macintosh,desktop
0782782526666082987,Chrome,Windows,desktop
3835585973945783512,Chrome,Windows,desktop
1158938362149036198,Safari,Macintosh,desktop
3022340584412499283,Chrome,Windows,desktop
3086058526760540706,Safari,Macintosh,desktop
9297654036665552990,Chrome,Windows,desktop
9835570265455272338,Chrome,Windows,desktop
0123202277034902712,Safari,Macintosh,desktop
2090456244473009269,Chrome,Windows,desktop
1815355298576516673,Chrome,Windows,desktop
7784757853442651756,Chrome,Windows,desktop
995111825143782124,Chrome,Windows,desktop
1232672009879117944,Safari,Macintosh,desktop
5652022620268624563,Safari,Macintosh,desktop
8069825646783628399,Safari,Macintosh,desktop
8783794487946811714,Chrome,Windows,desktop
1824100406848224588,Safari,Macintosh,desktop
0627106172682736405,Safari,Macintosh,desktop
8197462018776949649,Chrome,Windows,desktop
5372722797469816494,Chrome,Windows,desktop
090388644681259327,Chrome,Windows,desktop
8950752670468470880,Safari,Macintosh,desktop
6256902362089067902,Chrome,Windows,desktop
534090547211274014,Firefox,Linux,desktop
197268420725905111,Chrome,Windows,desktop
5888378395111290244,Chrome,Windows,desktop
311728372018703952,Internet Explorer,Windows,desktop
542056571636185785,Chrome,Windows,desktop
7233056391383603654,Internet Explorer,Windows,desktop
3488053850670143533,Chrome,Android,mobile
3097568124986562087,Chrome,Chrome OS,desktop
1685602050096206247,Safari,iOS,mobile
1623220960837677586,Chrome,Windows,desktop
1333690623776707769,Chrome,Android,mobile
6107229716178617930,Chrome,Macintosh,desktop
3867671661659082968,Chrome,Chrome OS,desktop
6004618674730269918,Chrome,Windows,desktop
7195966922741455630,Safari,Macintosh,desktop
2734810493655863326,Chrome,Windows,desktop
6366316989927168370,Chrome,Linux,desktop
906139263149526246,Safari,iOS,mobile
1221683911086263327,Safari,Macintosh,desktop
2638567429374804927,Chrome,Windows,desktop
7783419426759984284,Safari,Macintosh,desktop
391832147797559559,Chrome,Windows,desktop
8499733145178444169,Chrome,Android,mobile
2664056318278431156,Safari,Macintosh,desktop
0539413992997139766,Chrome,Android,mobile
9944115594178770946,Safari,iOS,tablet
9332940312639228882,Chrome,Windows,desktop
4842874549492287552,Safari,Macintosh,desktop
8231985909853434992,Safari,Macintosh,desktop
4652287826732444235,Chrome,Chrome OS,desktop
1586868266476732175,Internet Explorer,Windows,desktop
6449391852916941365,Safari,Macintosh,desktop
796776238303447639,Chrome,Linux,desktop
476419139818968912,Safari,Macintosh,desktop
2040429609628789402,Chrome,iOS,mobile
4519579316106061221,Safari,Macintosh,desktop
1416501495461232400,Chrome,Windows,desktop
0948227249440399192,Safari,Macintosh,desktop
0233470704323760007,Opera,Linux,desktop
3259411844793303374,Safari,Macintosh,desktop
3652538119409785696,Safari,Macintosh,desktop
7180771470273032233,Chrome,Android,mobile
4597308409158508498,Safari,Macintosh,desktop
1768021879618184521,Chrome,Macintosh,desktop
4125846441958941515,Chrome,Windows,desktop
8347572489346024612,Chrome,Android,mobile
9333275846835376480,Firefox,Windows,desktop
9405012143119882566,Safari,Macintosh,desktop
4652287826732444235,Chrome,Chrome OS,desktop
9234156111722725905,Safari,iOS,tablet
0578484710847149395,Safari,iOS,mobile
8942907331325175738,Chrome,Android,mobile
7272603699024978497,Chrome,Macintosh,desktop
188467669290923231,Chrome,Macintosh,desktop
5186861455885306495,Chrome,Windows,desktop
7204296105950946324,Chrome,Macintosh,desktop
5765613965607610163,Safari,Macintosh,desktop
0975199857190033636,Chrome,Windows,desktop
4052177266351383392,Safari,Macintosh,desktop
1992186447841680750,Safari,iOS,mobile
3483578416163230629,Safari,Macintosh,desktop
3121470346610517012,Safari,Macintosh,desktop
4652287826732444235,Chrome,Chrome OS,desktop
7273185834724919018,Chrome,iOS,tablet
6668699823160749167,Safari,iOS,mobile
2971589585119137431,Chrome,Windows,desktop
4783706315047752370,Safari,Macintosh,desktop
3162605645011029759,Internet Explorer,Windows,desktop
5833561444608362232,Chrome,Windows,desktop
079785550312480399,Safari,iOS,mobile
8884488727640389565,Safari (in-app),iOS,mobile
0512157711741253330,Chrome,Android,tablet
2361382689624783664,Chrome,Windows,desktop
426334503418339249,Chrome,Android,mobile
6336947347957369770,Safari,Macintosh,desktop
364531667078624724,Chrome,Windows,desktop
8807827905511003249,Chrome,Windows,desktop
7180275614450996653,Safari,iOS,mobile
8113673224304423345,Chrome,Windows,desktop
9906757708231207408,Safari,Macintosh,desktop
5020449789759541117,Chrome,Windows,desktop
5220081523633286580,Safari,Macintosh,desktop
1244181925096404728,Firefox,Windows,desktop
4948931523491427211,Internet Explorer,Windows,desktop
4943724707143454002,Chrome,Macintosh,desktop
5408757094730735604,Chrome,Windows,desktop
1338868737448099505,Chrome,Windows,desktop
5216871142837129848,Safari,Macintosh,desktop
6068822397105790135,Chrome,Android,mobile
0512157711741253330,Chrome,Android,tablet
7209704949625703251,Safari,iOS,tablet
6758157348271262903,Internet Explorer,Windows,desktop
5462604146899553341,Chrome,Windows,desktop
5468111842100914639,Chrome,Chrome OS,desktop
7365587847961481243,Safari,Macintosh,desktop
1989078065641173736,Safari,Macintosh,desktop
7702887595038220497,Chrome,Windows,desktop
8523047204257412218,Chrome,Macintosh,desktop
7403418739058603889,Firefox,Windows,desktop
4142792746224821185,Chrome,Windows,desktop
4450011993608795253,Chrome,Android,mobile
9767128755424990396,Chrome,Macintosh,desktop
3424885272218138036,Internet Explorer,Windows,desktop
2023230048919746133,Chrome,Windows,desktop
2450602019453041409,Chrome,Android,mobile
893148638848434176,Chrome,Windows,desktop
2418639785325617071,Chrome,Windows,desktop
1081139066205636478,Safari,Macintosh,desktop
5692101275868168807,Chrome,Windows,desktop
8518736572243003083,Chrome,Macintosh,desktop
7595452521537632742,Chrome,Windows,desktop
1498131993201949523,Safari,iOS,mobile
3083392203472914734,Chrome,Windows,desktop
2282779651086596448,Firefox,Macintosh,desktop
1685602050096206247,Safari,iOS,mobile
8315566408611847400,Chrome,Macintosh,desktop
4005479203420016741,Chrome,Windows,desktop
726716959010194520,Chrome,Macintosh,desktop
7010293814475229513,Safari,Macintosh,desktop
5414445215073031471,Safari,iOS,tablet
155382455717322440,Safari,Macintosh,desktop
5285909961694511050,Chrome,Macintosh,desktop
3204977659528391251,Safari,Macintosh,desktop
1610784985399282869,Safari,Macintosh,desktop
0068219692889395306,Safari,Macintosh,desktop
4652287826732444235,Chrome,Chrome OS,desktop
5628482334003706355,Firefox,Macintosh,desktop
4401382581757781,Chrome,Android,mobile
2676803576343975794,Safari,Macintosh,desktop
1919221904694879983,Safari,Macintosh,desktop
4384864789216760736,Safari,Macintosh,desktop
2636107084457150438,Chrome,Windows,desktop
3126038196679003379,Chrome,Linux,desktop
302697950540819161,Chrome,Linux,desktop
7977960939819997652,Chrome,Windows,desktop
9409735706170093089,Chrome,Windows,desktop
3749537503973982470,Chrome,Macintosh,desktop
7492544341773247322,Safari,Macintosh,desktop
649784964461836294,Safari,Macintosh,desktop
9776692192051678187,Safari,Macintosh,desktop
2973902145014289149,Safari,Macintosh,desktop
4757151207311859905,Safari,Macintosh,desktop
8139772740148979756,Safari,Macintosh,desktop
1725449566279895303,Chrome,Windows,desktop
2308841794297013914,Chrome,Windows,desktop
9503909815703534417,Firefox,Windows,desktop
1308253240518311498,Safari,Macintosh,desktop
9784245170686568780,Safari,Macintosh,desktop
5761600662292757982,Safari,Macintosh,desktop
2798490856916259678,Chrome,Linux,desktop
2863393495106393918,Chrome,Windows,desktop
7633141072508257313,Safari,Macintosh,desktop
1727250443336990005,Chrome,Windows,desktop
0036734869235166970,Chrome,Windows,desktop
9923115678580928474,Safari,iOS,mobile
0634817412526733144,Chrome,Windows,desktop
4475992693303749595,Safari,iOS,mobile
8443152750706781913,Chrome,Windows,desktop
384088448748841648,Chrome,Macintosh,desktop
8430240768850820716,Chrome,Macintosh,desktop
5375690402753857650,Chrome,Windows,desktop
6952119042958975545,Firefox,Windows,desktop
0238278900894838748,Safari,Macintosh,desktop
8585173466315759215,Chrome,Linux,desktop
2497404271902135456,Chrome,Android,mobile
5946672336805397304,Chrome,Windows,desktop
4652287826732444235,Chrome,Chrome OS,desktop
