fullVisitorID,visitNumber,visitStartTime,socialEngagementType,channelGrouping
7577555488698756006,1,1470088419,Not Socially Engaged,Referral
1599273251148489928,1,1470075536,Not Socially Engaged,Organic Search
5188974751841750198,1,1470116940,Not Socially Engaged,Organic Search
7275493482741180809,3,1470084957,Not Socially Engaged,Referral
326713960184415917,1,1470112129,Not Socially Engaged,Direct
5719519864455942687,1,1470064848,Not Socially Engaged,Direct
1003838192988579723,1,1470101014,Not Socially Engaged,Direct
606435179693837147,1,1470099084,Not Socially Engaged,Direct
0482843755681270604,3,1470090872,Not Socially Engaged,Referral
4336586112200183177,1,1470073717,Not Socially Engaged,Direct
1630080920415753288,1,1470087306,Not Socially Engaged,Direct
9267974830205623895,1,1470064018,Not Socially Engaged,Organic Search
4657065526573368452,1,1470089740,Not Socially Engaged,Organic Search
9060849750997331558,1,1470050171,Not Socially Engaged,Direct
5344667959214571153,1,1470089600,Not Socially Engaged,Direct
2716049628699698602,1,1470114203,Not Socially Engaged,Organic Search
0261203701989483879,1,1470073588,Not Socially Engaged,Direct
2611645231825416631,1,1470083765,Not Socially Engaged,Organic Search
5697982501959734404,1,1470067901,Not Socially Engaged,Direct
9133150929083418260,1,1470075937,Not Socially Engaged,Organic Search
7010462500294643960,3,1470085241,Not Socially Engaged,Referral
1242181467370730486,2,1470085994,Not Socially Engaged,Referral
8708067857860380883,5,1470082200,Not Socially Engaged,Referral
0121227660543631149,1,1470102407,Not Socially Engaged,Direct
6526752225691972183,12,1470080033,Not Socially Engaged,Referral
0999951502366886191,1,1470096511,Not Socially Engaged,Direct
759364034746328963,1,1470041040,Not Socially Engaged,Organic Search
3608196374724519087,1,1470074964,Not Socially Engaged,Organic Search
3320119973962642543,1,1470038799,Not Socially Engaged,Referral
8109664436025857507,1,1470101532,Not Socially Engaged,Direct
1644562297167206343,1,1470119319,Not Socially Engaged,Organic Search
6715732375285289961,1,1470109204,Not Socially Engaged,Organic Search
0174999012345482367,1,1470063574,Not Socially Engaged,Referral
1078366177591833433,1,1470105838,Not Socially Engaged,Direct
9082112881592138849,1,1470096887,Not Socially Engaged,Organic Search
871675557963907195,1,1470067888,Not Socially Engaged,Organic Search
384088448748841648,1,1470092364,Not Socially Engaged,Referral
9715374816220032822,1,1470050832,Not Socially Engaged,Organic Search
6446851903014760312,1,1470074117,Not Socially Engaged,Referral
4936144893588506157,1,1470067278,Not Socially Engaged,Organic Search
7917704081634641311,6,1470102142,Not Socially Engaged,Referral
807191525675674136,1,1470107050,Not Socially Engaged,Direct
464908394088842997,5,1470068530,Not Socially Engaged,Referral
3016857027452005187,1,1470079734,Not Socially Engaged,Organic Search
4384582438292594523,1,1470090921,Not Socially Engaged,Direct
4849884385056788691,1,1470095048,Not Socially Engaged,Organic Search
9446075047835972433,1,1470089849,Not Socially Engaged,Direct
4698004949564442325,1,1470099930,Not Socially Engaged,Direct
1631967168820223837,1,1470085217,Not Socially Engaged,Organic Search
665785595149092081,1,1470092422,Not Socially Engaged,Organic Search
9035306047185052141,24,1470058265,Not Socially Engaged,Organic Search
8271170844108113200,12,1470075367,Not Socially Engaged,Referral
3823831209442004233,2,1470086684,Not Socially Engaged,Referral
1967121593241172100,1,1470050530,Not Socially Engaged,Referral
7866774640817178857,8,1470087118,Not Socially Engaged,Referral
7765335078471845903,1,1470084267,Not Socially Engaged,Referral
2371112886977263623,2,1470091865,Not Socially Engaged,Referral
4851694972796487097,1,1470081091,Not Socially Engaged,Referral
9993204973689965101,2,1470048069,Not Socially Engaged,Organic Search
079785550312480399,1,1470079426,Not Socially Engaged,Direct
843306899918749327,1,1470073212,Not Socially Engaged,Referral
3754515888221881941,3,1470087306,Not Socially Engaged,Referral
9650541762607480820,2,1470059322,Not Socially Engaged,Referral
6748817685338407600,3,1470067419,Not Socially Engaged,Organic Search
2296933856601873056,1,1470107885,Not Socially Engaged,Direct
1033366144628740081,1,1470093494,Not Socially Engaged,Referral
7438743588318957122,1,1470108105,Not Socially Engaged,Direct
6394831228618183658,1,1470099764,Not Socially Engaged,Referral
0437273981466271229,1,1470071952,Not Socially Engaged,Referral
4116055325627256034,1,1470062141,Not Socially Engaged,Referral
9743544249024499762,1,1470071734,Not Socially Engaged,Direct
0628708827036512143,1,1470098456,Not Socially Engaged,Referral
4701185974045728607,4,1470066556,Not Socially Engaged,Referral
8567974717569039751,1,1470084954,Not Socially Engaged,Direct
0382398254804709368,1,1470104251,Not Socially Engaged,Direct
3369132208689322709,1,1470107950,Not Socially Engaged,Organic Search
057665938225418659,1,1470071570,Not Socially Engaged,Direct
6294498685685853129,1,1470104354,Not Socially Engaged,Direct
4534107900812583124,1,1470051458,Not Socially Engaged,Direct
1723981563106392466,2,1470055756,Not Socially Engaged,Direct
9220733487783253932,1,1470097038,Not Socially Engaged,Direct
504527166889560577,1,1470072714,Not Socially Engaged,Referral
4384990792205822883,1,1470064468,Not Socially Engaged,Referral
1106555359375998536,1,1470067747,Not Socially Engaged,Direct
0541415792766009896,1,1470104631,Not Socially Engaged,Organic Search
1739823917347946740,5,1470070623,Not Socially Engaged,Organic Search
350616841177147864,1,1470036371,Not Socially Engaged,Direct
2217418288172715379,2,1470108861,Not Socially Engaged,Organic Search
2478708775280238505,1,1470070589,Not Socially Engaged,Referral
7103321195030738247,1,1470079002,Not Socially Engaged,Direct
5106315619134282281,6,1470069998,Not Socially Engaged,Referral
3608467442254520408,1,1470073080,Not Socially Engaged,Direct
7138879142579197491,5,1470072643,Not Socially Engaged,Referral
5117883250816491401,1,1470063535,Not Socially Engaged,Organic Search
9377768468469703794,1,1470068699,Not Socially Engaged,Organic Search
2972472695838198418,3,1470075627,Not Socially Engaged,Organic Search
9065508646546984599,1,1470080579,Not Socially Engaged,Organic Search
5240826968570680211,1,1470058477,Not Socially Engaged,Direct
7056870819058799369,4,1470069291,Not Socially Engaged,Referral
481136536823294889,1,1470110898,Not Socially Engaged,Organic Search
3936844640958989282,1,1470058477,Not Socially Engaged,Organic Search
3890853151729449223,1,1470084783,Not Socially Engaged,Direct
7051718074744690705,3,1470073414,Not Socially Engaged,Direct
7661113009266719556,1,1470040701,Not Socially Engaged,Organic Search
8844262168616364981,4,1470083175,Not Socially Engaged,Organic Search
368977670377176571,1,1470101759,Not Socially Engaged,Referral
7426174364050388533,1,1470088480,Not Socially Engaged,Direct
5946672336805397304,39,1470077762,Not Socially Engaged,Direct
2775333805699294537,12,1470084831,Not Socially Engaged,Direct
1669777926634508233,1,1470059096,Not Socially Engaged,Direct
8346614539128137085,4,1470063026,Not Socially Engaged,Organic Search
2115386512530006397,1,1470082851,Not Socially Engaged,Referral
7708575291679364151,1,1470083689,Not Socially Engaged,Referral
3067333294832179853,2,1470075169,Not Socially Engaged,Referral
6030957980134486247,4,1470096817,Not Socially Engaged,Organic Search
6170265019437280323,1,1470082778,Not Socially Engaged,Organic Search
2652098492843037268,8,1470089428,Not Socially Engaged,Referral
7970801744441139347,1,1470058977,Not Socially Engaged,Direct
1403632269796083949,1,1470114488,Not Socially Engaged,Direct
5530732783475247643,1,1470099703,Not Socially Engaged,Direct
6932408648900988870,5,1470077031,Not Socially Engaged,Referral
9358167394549270312,2,1470080806,Not Socially Engaged,Referral
4424921723551438567,1,1470046987,Not Socially Engaged,Organic Search
1343892784443318387,1,1470110276,Not Socially Engaged,Direct
172600853716850454,1,1470090641,Not Socially Engaged,Referral
7512789166007226631,1,1470064163,Not Socially Engaged,Organic Search
8207362494606500607,1,1470115645,Not Socially Engaged,Direct
711432706839362141,2,1470105737,Not Socially Engaged,Referral
0750611892691038410,6,1470083670,Not Socially Engaged,Organic Search
5540991611284577933,1,1470091236,Not Socially Engaged,Referral
7002235067002565049,10,1470116185,Not Socially Engaged,Direct
8438615943594533815,13,1470077834,Not Socially Engaged,Organic Search
8303744919817460764,1,1470079650,Not Socially Engaged,Organic Search
8640435391065630517,1,1470081220,Not Socially Engaged,Direct
4890594302415608916,2,1470076818,Not Socially Engaged,Direct
5759903822809248402,10,1470101671,Not Socially Engaged,Direct
8782513642833614098,1,1470057569,Not Socially Engaged,Organic Search
1924553142818813976,1,1470060097,Not Socially Engaged,Direct
0161103620003490662,5,1470079030,Not Socially Engaged,Paid Search
3709999704956265072,1,1470117761,Not Socially Engaged,Organic Search
7816450317892721085,1,1470108170,Not Socially Engaged,Organic Search
9883000500364208923,1,1470091532,Not Socially Engaged,Referral
211067802416163706,1,1470058140,Not Socially Engaged,Direct
3047968373711472876,17,1470106915,Not Socially Engaged,Paid Search
3452302189809534579,1,1470065286,Not Socially Engaged,Direct
3738755573768380864,1,1470098592,Not Socially Engaged,Direct
5267883768915568721,1,1470112718,Not Socially Engaged,Direct
1302490964849403553,1,1470058390,Not Socially Engaged,Direct
2795402033797871386,1,1470098955,Not Socially Engaged,Direct
0609326100006985856,1,1470109083,Not Socially Engaged,Organic Search
109478348209300995,1,1470088919,Not Socially Engaged,Organic Search
0887754557131989783,1,1470083456,Not Socially Engaged,Referral
3347789288868084300,1,1470080846,Not Socially Engaged,Referral
4941770276769705740,19,1470080372,Not Socially Engaged,Referral
9678469301590366177,1,1470082966,Not Socially Engaged,Organic Search
185886403613744695,1,1470100863,Not Socially Engaged,Organic Search
0667801358610608122,1,1470089317,Not Socially Engaged,Direct
4184527786990826304,1,1470079432,Not Socially Engaged,Referral
6091498163535424271,7,1470091861,Not Socially Engaged,Paid Search
6257871557133780030,1,1470086072,Not Socially Engaged,Organic Search
1076513025655678778,3,1470087970,Not Socially Engaged,Referral
31490038171426725,1,1470087841,Not Socially Engaged,Direct
1662833536389293085,1,1470069685,Not Socially Engaged,Direct
001747219368939605,1,1470080149,Not Socially Engaged,Organic Search
4758564487125779949,1,1470040837,Not Socially Engaged,Direct
6519373117236859321,1,1470098355,Not Socially Engaged,Referral
5129303495459541871,1,1470086698,Not Socially Engaged,Referral
6203401114057579951,7,1470055898,Not Socially Engaged,Referral
0451515753972272081,1,1470072320,Not Socially Engaged,Direct
3606096616141145329,1,1470093843,Not Socially Engaged,Direct
1504442874052757742,1,1470091865,Not Socially Engaged,Direct
7781987324145448581,3,1470116494,Not Socially Engaged,Referral
8144887345147571750,16,1470073342,Not Socially Engaged,Referral
5719213140589922004,1,1470113729,Not Socially Engaged,Referral
4539850635972033953,1,1470053040,Not Socially Engaged,Organic Search
7803172593096160119,1,1470037277,Not Socially Engaged,Organic Search
4254077777097557601,1,1470114584,Not Socially Engaged,Organic Search
024133145794646739,5,1470116853,Not Socially Engaged,Direct
4061386306679952654,1,1470090374,Not Socially Engaged,Direct
9485654033951448587,1,1470076959,Not Socially Engaged,Organic Search
4943724707143454002,2,1470077435,Not Socially Engaged,Referral
5490488281230795745,1,1470062763,Not Socially Engaged,Direct
2620481260679179875,2,1470112197,Not Socially Engaged,Organic Search
5028358764893417263,1,1470068333,Not Socially Engaged,Organic Search
8207362494606500607,2,1470115890,Not Socially Engaged,Organic Search
432198110923477013,1,1470063699,Not Socially Engaged,Organic Search
8436426603099391262,9,1470064619,Not Socially Engaged,Referral
0928429216085865673,1,1470077672,Not Socially Engaged,Direct
4119670571587062780,1,1470104262,Not Socially Engaged,Referral
4631129802514106099,2,1470061745,Not Socially Engaged,Referral
5963471621704219473,1,1470082034,Not Socially Engaged,Direct
0384873228921337077,1,1470100130,Not Socially Engaged,Referral
0538499578496971765,1,1470071270,Not Socially Engaged,Direct
5946672336805397304,40,1470083760,Not Socially Engaged,Direct
6705441060490938466,1,1470076997,Not Socially Engaged,Direct
5563168194966233133,2,1470078265,Not Socially Engaged,Referral
7614028868724779177,6,1470077755,Not Socially Engaged,Referral
6027268712782791947,9,1470115160,Not Socially Engaged,Referral
1757074615507989305,1,1470057388,Not Socially Engaged,Direct
1426533350286376573,1,1470065141,Not Socially Engaged,Direct
1434758333813758523,1,1470081510,Not Socially Engaged,Referral
0142252774383219183,3,1470038712,Not Socially Engaged,Direct
3541862731321042694,1,1470052966,Not Socially Engaged,Direct
9156455213751523745,2,1470054127,Not Socially Engaged,Direct
9050768044570669553,1,1470092112,Not Socially Engaged,Organic Search
7989405066712798604,1,1470105087,Not Socially Engaged,Referral
757866699721746847,1,1470090967,Not Socially Engaged,Referral
6002047819048640977,1,1470098057,Not Socially Engaged,Direct
0179506031131180789,1,1470098120,Not Socially Engaged,Direct
0701601838005591363,2,1470081925,Not Socially Engaged,Referral
4419590405185162444,1,1470086517,Not Socially Engaged,Direct
0933710902214034131,1,1470078686,Not Socially Engaged,Direct
1468560120795000800,5,1470085227,Not Socially Engaged,Organic Search
4061386306679952654,2,1470109386,Not Socially Engaged,Organic Search
5563168194966233133,1,1470069133,Not Socially Engaged,Referral
4685798131908550257,1,1470076963,Not Socially Engaged,Direct
6674217049538832068,1,1470043635,Not Socially Engaged,Organic Search
4913278259301843820,5,1470084131,Not Socially Engaged,Organic Search
0562740026866245032,2,1470091803,Not Socially Engaged,Referral
14525157151262675,3,1470110719,Not Socially Engaged,Referral
9485064159036036847,1,1470117635,Not Socially Engaged,Direct
77798030145473969,2,1470069716,Not Socially Engaged,Referral
5588534024978390342,1,1470075009,Not Socially Engaged,Direct
7318547266531531994,1,1470113343,Not Socially Engaged,Direct
895954260133011192,1,1470046245,Not Socially Engaged,Organic Search
0288478011259077136,1,1470084717,Not Socially Engaged,Direct
4887857760389227960,1,1470112338,Not Socially Engaged,Direct
1817256435818850257,41,1470094576,Not Socially Engaged,Organic Search
4057405536547962178,1,1470107017,Not Socially Engaged,Direct
0350370813631305535,1,1470053049,Not Socially Engaged,Direct
6027268712782791947,8,1470112691,Not Socially Engaged,Referral
9048067102444753039,1,1470065045,Not Socially Engaged,Direct
7023410125494623482,17,1470079181,Not Socially Engaged,Referral
2125540555068339394,12,1470064446,Not Socially Engaged,Referral
4568535698206581294,4,1470057472,Not Socially Engaged,Organic Search
9707737733420214515,1,1470064444,Not Socially Engaged,Direct
0696773336104767519,1,1470073787,Not Socially Engaged,Direct
7555406992780661514,1,1470117824,Not Socially Engaged,Organic Search
9775616154918189488,1,1470077804,Not Socially Engaged,Direct
1723909349418867455,1,1470110043,Not Socially Engaged,Direct
148720899219079299,2,1470102616,Not Socially Engaged,Referral
055245354538836465,1,1470090228,Not Socially Engaged,Organic Search
420022292280834469,1,1470093331,Not Socially Engaged,Direct
4517759381023869053,1,1470068662,Not Socially Engaged,Referral
6440789996634275026,3,1470078988,Not Socially Engaged,Organic Search
8520115029387302083,4,1470075581,Not Socially Engaged,Referral
6792260745822342947,30,1470099026,Not Socially Engaged,Organic Search
0824839726118485274,114,1470074867,Not Socially Engaged,Organic Search
8341980690045636440,1,1470114192,Not Socially Engaged,Organic Search
4408669591114365400,1,1470073592,Not Socially Engaged,Organic Search
677752616453244098,1,1470077407,Not Socially Engaged,Direct
9194763958135346715,3,1470071293,Not Socially Engaged,Referral
4780514666369871802,1,1470062770,Not Socially Engaged,Referral
2867503238310507333,1,1470079230,Not Socially Engaged,Direct
4864654649238141085,2,1470077559,Not Socially Engaged,Referral
0307593432572738176,1,1470076896,Not Socially Engaged,Referral
0346662730910803388,1,1470079376,Not Socially Engaged,Direct
2832082460100825016,2,1470099994,Not Socially Engaged,Referral
2371112886977263623,3,1470097739,Not Socially Engaged,Referral
413376117696916627,1,1470042982,Not Socially Engaged,Organic Search
2506112552623796443,3,1470090499,Not Socially Engaged,Referral
1407445369428897300,2,1470102360,Not Socially Engaged,Paid Search
1013896044521927115,2,1470061018,Not Socially Engaged,Referral
1231590494443171080,2,1470067091,Not Socially Engaged,Referral
6751290259214798595,1,1470056945,Not Socially Engaged,Direct
3213840074316400693,2,1470057237,Not Socially Engaged,Referral
2987126973357946088,1,1470112710,Not Socially Engaged,Referral
9121381417149594223,1,1470086769,Not Socially Engaged,Organic Search
9100993668586456878,5,1470070384,Not Socially Engaged,Organic Search
1196132281175677017,2,1470073699,Not Socially Engaged,Referral
2652098492843037268,7,1470089160,Not Socially Engaged,Display
6849420071276447389,1,1470074045,Not Socially Engaged,Direct
2740683783555632191,7,1470036291,Not Socially Engaged,Organic Search
3006489767948351126,3,1470064251,Not Socially Engaged,Referral
6332431001963915083,4,1470052998,Not Socially Engaged,Referral
6997692197808690953,2,1470063685,Not Socially Engaged,Referral
9476580765147760573,1,1470100686,Not Socially Engaged,Referral
6485652672428047343,1,1470063041,Not Socially Engaged,Direct
4646087283742071705,1,1470095671,Not Socially Engaged,Direct
4708772765086811667,1,1470056674,Not Socially Engaged,Direct
9944837330300807508,27,1470061475,Not Socially Engaged,Referral
677752616453244098,2,1470099675,Not Socially Engaged,Direct
5761840295662617853,7,1470120798,Not Socially Engaged,Organic Search
0463567805880031157,1,1470043264,Not Socially Engaged,Direct
2976178532750719771,2,1470068872,Not Socially Engaged,Organic Search
6569605994631186947,3,1470085006,Not Socially Engaged,Referral
8494338866855383997,3,1470092031,Not Socially Engaged,Referral
7852962950819420316,1,1470068169,Not Socially Engaged,Direct
0831511922986457407,1,1470064297,Not Socially Engaged,Direct
5844125218048689474,3,1470103872,Not Socially Engaged,Direct
9998597322098588317,1,1470086006,Not Socially Engaged,Direct
5716645943728946584,1,1470080466,Not Socially Engaged,Organic Search
0872675904537373864,1,1470077328,Not Socially Engaged,Referral
280571682929338005,1,1470050783,Not Socially Engaged,Organic Search
776631603054327164,9,1470098971,Not Socially Engaged,Referral
4438472402018450050,1,1470099244,Not Socially Engaged,Referral
5653158844348284938,7,1470083133,Not Socially Engaged,Referral
1584447393095121900,1,1470084749,Not Socially Engaged,Organic Search
2083311728526721500,1,1470057009,Not Socially Engaged,Organic Search
9391398872833336270,1,1470112448,Not Socially Engaged,Direct
968561294884812323,2,1470042371,Not Socially Engaged,Organic Search
3126493267998651969,3,1470094104,Not Socially Engaged,Referral
3536417627277338754,1,1470070813,Not Socially Engaged,Direct
2114379950016755706,1,1470106378,Not Socially Engaged,Organic Search
4166700707688517424,1,1470041240,Not Socially Engaged,Direct
3047968373711472876,18,1470111710,Not Socially Engaged,Paid Search
9575408914367036152,2,1470072632,Not Socially Engaged,Organic Search
7545791097611675575,11,1470091243,Not Socially Engaged,Referral
611686833011451645,1,1470089292,Not Socially Engaged,Referral
6997692197808690953,1,1470060696,Not Socially Engaged,Referral
7551500186331851432,1,1470072767,Not Socially Engaged,Organic Search
7589137567725941774,1,1470075801,Not Socially Engaged,Referral
2509714289037323244,4,1470078181,Not Socially Engaged,Direct
4283942788674999975,1,1470035521,Not Socially Engaged,Direct
0482843755681270604,2,1470083682,Not Socially Engaged,Referral
4166700707688517424,2,1470046365,Not Socially Engaged,Direct
6447038813466046632,1,1470097376,Not Socially Engaged,Referral
6137206948447331806,3,1470068400,Not Socially Engaged,Referral
9256236123428718637,1,1470113647,Not Socially Engaged,Referral
9169315450686147323,4,1470096513,Not Socially Engaged,Organic Search
7612827560465471201,4,1470062380,Not Socially Engaged,Direct
0824839726118485274,115,1470081893,Not Socially Engaged,Organic Search
1992186447841680750,1,1470078483,Not Socially Engaged,Direct
8844262168616364981,2,1470074215,Not Socially Engaged,Organic Search
5027272465564918559,1,1470106671,Not Socially Engaged,Organic Search
5141122398348392100,2,1470084618,Not Socially Engaged,Direct
603373162136570069,2,1470063976,Not Socially Engaged,Direct
2788555723243018631,3,1470077433,Not Socially Engaged,Direct
3648006772930968422,1,1470076768,Not Socially Engaged,Direct
8879965876172125518,9,1470119214,Not Socially Engaged,Referral
3047968373711472876,19,1470114593,Not Socially Engaged,Paid Search
899219447794713043,5,1470078753,Not Socially Engaged,Referral
8160942479431419810,5,1470071041,Not Socially Engaged,Referral
0107076854070556530,1,1470088402,Not Socially Engaged,Referral
3884550482186951789,1,1470095696,Not Socially Engaged,Direct
5760753352577829144,2,1470095605,Not Socially Engaged,Direct
7291346718031890073,3,1470077086,Not Socially Engaged,Referral
6452285658468801695,1,1470078875,Not Socially Engaged,Direct
7962255080644646828,2,1470104488,Not Socially Engaged,Direct
586253222921981017,3,1470072804,Not Socially Engaged,Direct
5923605856827327918,2,1470089928,Not Socially Engaged,Referral
5542047417982345824,1,1470067683,Not Socially Engaged,Referral
861704224604980653,1,1470113508,Not Socially Engaged,Direct
8430240768850820716,8,1470070112,Not Socially Engaged,Referral
1468560120795000800,4,1470076349,Not Socially Engaged,Organic Search
80533986466271934,3,1470066153,Not Socially Engaged,Display
4186654201396383023,4,1470070368,Not Socially Engaged,Referral
1727250443336990005,2,1470109884,Not Socially Engaged,Organic Search
052356344147474292,1,1470067827,Not Socially Engaged,Direct
8844262168616364981,3,1470077375,Not Socially Engaged,Organic Search
5029127815473896624,2,1470111963,Not Socially Engaged,Social
3928852209626139730,1,1470059287,Not Socially Engaged,Social
5662025863965519139,1,1470073466,Not Socially Engaged,Social
1604207363880835144,1,1470105757,Not Socially Engaged,Social
7528513440901181253,1,1470058506,Not Socially Engaged,Social
080198934214778432,2,1470052080,Not Socially Engaged,Social
1990124622011761658,2,1470040922,Not Socially Engaged,Social
7009119803769433580,1,1470076440,Not Socially Engaged,Social
8167395364783512812,1,1470086743,Not Socially Engaged,Social
0351632287593731316,1,1470041295,Not Socially Engaged,Social
5971777881107526146,1,1470117015,Not Socially Engaged,Social
7107176815464557384,1,1470057933,Not Socially Engaged,Social
6624787979965433923,1,1470076770,Not Socially Engaged,Social
0309261886834228457,1,1470054552,Not Socially Engaged,Social
4697285016335702650,1,1470079578,Not Socially Engaged,Social
3129428927447879016,1,1470114572,Not Socially Engaged,Social
8579135825292142984,7,1470088730,Not Socially Engaged,Social
392266230239681935,1,1470054856,Not Socially Engaged,Social
7695901877401090294,1,1470095716,Not Socially Engaged,Social
6981996719933297425,1,1470078949,Not Socially Engaged,Social
8510984876472239184,1,1470067331,Not Socially Engaged,Social
1911889996386486443,1,1470115468,Not Socially Engaged,Social
6685546903963120796,1,1470117913,Not Socially Engaged,Social
1521456549459630946,1,1470117265,Not Socially Engaged,Social
9046725463977206675,1,1470059479,Not Socially Engaged,Social
144864139337555048,1,1470108748,Not Socially Engaged,Social
4608869756418155052,1,1470038895,Not Socially Engaged,Social
1020456285225652038,1,1470067304,Not Socially Engaged,Social
0079427215743080908,1,1470117109,Not Socially Engaged,Social
3471645573420610711,1,1470035501,Not Socially Engaged,Social
7206985795926437646,1,1470105995,Not Socially Engaged,Social
4505926956620964959,1,1470088403,Not Socially Engaged,Social
4763700735431436916,1,1470077574,Not Socially Engaged,Social
8765034809774421925,1,1470119030,Not Socially Engaged,Social
9329173529042336568,1,1470059909,Not Socially Engaged,Social
4618653279856513109,1,1470119123,Not Socially Engaged,Social
6137637278685153971,1,1470051144,Not Socially Engaged,Social
9667093370429187242,1,1470051105,Not Socially Engaged,Social
97891891046599615,1,1470088490,Not Socially Engaged,Social
6944032653697399591,2,1470078463,Not Socially Engaged,Social
0234145338242275684,1,1470105831,Not Socially Engaged,Social
9114775022253027186,1,1470104907,Not Socially Engaged,Social
6252728131985605340,1,1470043062,Not Socially Engaged,Social
4997324725609587630,1,1470110868,Not Socially Engaged,Social
6685316593393465538,1,1470049259,Not Socially Engaged,Social
7049621865585024582,1,1470108054,Not Socially Engaged,Social
2918177342033193477,1,1470098889,Not Socially Engaged,Social
4483990316616746843,1,1470055388,Not Socially Engaged,Social
0025977935439604602,1,1470060112,Not Socially Engaged,Social
5474821906275306022,1,1470072496,Not Socially Engaged,Social
2111820595965271371,1,1470060691,Not Socially Engaged,Social
7026909036409439552,1,1470104979,Not Socially Engaged,Social
0968127761227271876,1,1470117083,Not Socially Engaged,Social
7130708741364178397,1,1470099561,Not Socially Engaged,Social
8320453596618144081,1,1470079157,Not Socially Engaged,Social
8799198809794781341,1,1470037053,Not Socially Engaged,Social
5154193120534902927,1,1470057708,Not Socially Engaged,Social
4255338625866455517,1,1470051862,Not Socially Engaged,Social
6330455631533399053,1,1470045096,Not Socially Engaged,Social
5990026038672153765,1,1470115754,Not Socially Engaged,Social
67536053455160073,1,1470091768,Not Socially Engaged,Social
1073138688368742388,1,1470098270,Not Socially Engaged,Social
3790758626611627703,1,1470104373,Not Socially Engaged,Social
2940606064926766207,1,1470100060,Not Socially Engaged,Social
3479533665270985361,1,1470095250,Not Socially Engaged,Social
0836088037097586822,1,1470102903,Not Socially Engaged,Social
4214119414676479268,1,1470071424,Not Socially Engaged,Social
858006202985700318,1,1470071330,Not Socially Engaged,Social
0442105167270544631,1,1470057008,Not Socially Engaged,Social
1969153410958587831,1,1470071407,Not Socially Engaged,Social
9099722405227618521,1,1470104909,Not Socially Engaged,Social
7487276299534284111,1,1470088404,Not Socially Engaged,Social
9361209771301584749,1,1470078921,Not Socially Engaged,Social
9464401950735163763,1,1470072653,Not Socially Engaged,Social
922574491169744800,1,1470078521,Not Socially Engaged,Social
638188587265201583,1,1470105826,Not Socially Engaged,Social
6525073043945350608,1,1470065742,Not Socially Engaged,Social
4985318490924606854,1,1470113478,Not Socially Engaged,Social
590779558067584205,1,1470049694,Not Socially Engaged,Social
8109792812849376310,1,1470062648,Not Socially Engaged,Social
2927889798592152633,1,1470091913,Not Socially Engaged,Social
8283810129441513889,1,1470049181,Not Socially Engaged,Social
7838764341093098574,1,1470041288,Not Socially Engaged,Social
8294721032567046680,1,1470035066,Not Socially Engaged,Social
9474148307973386621,1,1470110026,Not Socially Engaged,Social
1080407219030471072,1,1470035660,Not Socially Engaged,Social
0398361149064215083,1,1470045809,Not Socially Engaged,Social
7760710943954712561,1,1470074787,Not Socially Engaged,Social
2037994828532225501,2,1470059438,Not Socially Engaged,Social
4481271265454535983,3,1470084389,Not Socially Engaged,Social
1676000689866374854,1,1470077987,Not Socially Engaged,Social
0976814349643249846,1,1470114968,Not Socially Engaged,Social
9199626523824756303,1,1470070091,Not Socially Engaged,Social
8159312408158297118,149,1470061692,Not Socially Engaged,Social
8474018216191081000,1,1470072813,Not Socially Engaged,Social
0562186149374769502,1,1470062367,Not Socially Engaged,Social
1435025955230028921,1,1470055258,Not Socially Engaged,Social
5108196650822287097,1,1470037191,Not Socially Engaged,Social
660728468089995881,1,1470042924,Not Socially Engaged,Social
5785038159063304723,1,1470102528,Not Socially Engaged,Social
7580620353994317249,1,1470101963,Not Socially Engaged,Social
3666425205905501769,1,1470062066,Not Socially Engaged,Social
9846623940035935960,1,1470119943,Not Socially Engaged,Social
1725308276585330171,1,1470098941,Not Socially Engaged,Social
003651776577235999,4,1470116375,Not Socially Engaged,Social
327033764977141463,1,1470071022,Not Socially Engaged,Social
4046429612995809129,1,1470063623,Not Socially Engaged,Social
9760542832537452668,4,1470113521,Not Socially Engaged,Social
5700194191672908760,1,1470064588,Not Socially Engaged,Social
8322568724705327982,1,1470085517,Not Socially Engaged,Social
0633063975475430744,1,1470066499,Not Socially Engaged,Social
9436633101493051246,1,1470043854,Not Socially Engaged,Social
8776681126168993881,1,1470043472,Not Socially Engaged,Social
3262223648584960098,1,1470088142,Not Socially Engaged,Social
6893085242089567829,1,1470110879,Not Socially Engaged,Social
1243079914205311089,1,1470091214,Not Socially Engaged,Social
5957423750259408181,1,1470112987,Not Socially Engaged,Social
6100215535001015751,1,1470090341,Not Socially Engaged,Social
8595873831425982023,1,1470097758,Not Socially Engaged,Social
1455796843809624433,1,1470055361,Not Socially Engaged,Social
2333311944959839885,1,1470111967,Not Socially Engaged,Social
8359984296406149602,1,1470098901,Not Socially Engaged,Social
6255503582981118208,1,1470062735,Not Socially Engaged,Social
9287478037704157252,1,1470042067,Not Socially Engaged,Social
2552900096430822095,2,1470048691,Not Socially Engaged,Social
6844963729183856381,1,1470059907,Not Socially Engaged,Social
6968098798425025849,1,1470048401,Not Socially Engaged,Social
7689418971224258553,1,1470052467,Not Socially Engaged,Social
6046781218313753516,1,1470037642,Not Socially Engaged,Social
8164125881176952640,1,1470060579,Not Socially Engaged,Social
5022860852733926495,6,1470115164,Not Socially Engaged,Social
